	domain divergence ; cross-domain learning ;  ; viewpoints ; resolutions ; illuminations	<otherscientificterm> <task> <otherscientificterm> <otherscientificterm> <otherscientificterm> <otherscientificterm>	2 6 2 ; 2 5 2 ; 2 3 2 ; 2 0 2 ; 2 2 2 ; 4 0 5 ; 3 0 4 ; 2 4 2	in <task_1> , there is a more challenging problem that the <otherscientificterm_0> involves more than one dominant factors , e.g. , different <otherscientificterm_3> , various <otherscientificterm_4> and changing <otherscientificterm_5> . fortunately , an intermediate domain could often be found to build a bridge across them to facilitate the learning problem . in this paper , we propose a coupled marginalized denoising auto-encoders framework to address the cross-domain problem . specifically , we design two marginalized denoising auto-encoders , one for the target and the other for source as well as the intermediate one . to better couple the two denoising auto-encoders learning , we incorporate a feature mapping , which tends to transfer knowledge between the intermediate domain and the target one . furthermore , the maximum margin criterion , e.g. , intra-class com-pactness and inter-class penalty , on the output layer is imposed to seek more discriminative features across different domains . extensive experiments on two tasks have demonstrated the superiority of our method over the state-of-the-art methods .
	a particular personalized ; from different dictionaries ; pattern cross ; aging faces ; 	<otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <method>	4 2 4 ; 2 4 1 ; 4 3 4 ; 4 5 4	in this paper , we aim to automatically render <otherscientificterm_3> in a personalized way . basically , a set of age-group specific dictionaries are learned , where the dictionary bases corresponding to the same index yet <method_1> form a particular aging process <otherscientificterm_2> different age groups , and a linear combination of these patterns expresses <otherscientificterm_0> aging process . moreover , two factors are taken into consideration in the dictionary learning process . first , beyond the aging dictionaries , each subject may have extra personalized facial characteristics , e.g. mole , which are invariant in the aging process . second , it is challenging or even impossible to collect faces of all age groups for a particular subject , yet much easier and more practical to get face pairs from neighboring age groups . thus a personality-aware coupled reconstruction loss is utilized to learn the dictionaries based on face pairs from neighboring age groups . extensive experiments well demonstrate the advantages of our proposed solution over other state-of-the-arts in term of personalized aging progression , as well as the performance gain for cross-age face verification by synthesizing <otherscientificterm_3> .
	structure of communicative context ; dialogue interaction	<otherscientificterm> <material>	1 1 0	we propose a draft scheme of the model formalizing the <otherscientificterm_0> in <material_1> . the relationships between the interacting partners are considered as system of three automata representing the partners of the dialogue and environment .
	desktop pcs ; web interfaces ; 	<otherscientificterm> <method> <otherscientificterm>	2 2 2 ; 2 0 2 ; 1 3 0 ; 2 3 2	visitors who browse the web from wireless pdas , cell phones , and pagers are frequently stymied by <method_1> optimized for <otherscientificterm_0> . simply replacing graphics with text and reformatting tables does not solve the problem , because deep link structures can still require minutes to traverse . in this paper we develop an algorithm , minpath , that automatically improves wireless web navigation by suggesting useful shortcut links in real time . minpath finds shortcuts by using a learned model of web visitor behavior to estimate the savings of shortcut links , and suggests only the few best links . we explore a variety of predictive models , including na ¨ ıve bayes mixture models and mixtures of markov models , and report empirical evidence that minpath finds useful shortcuts that save substantial navigational effort .
	classification-based knowledge representation ; that have been ; unification-based parsing ;  ; parsing	<task> <method> <task> <otherscientificterm> <task>	3 0 3 ; 0 0 2 ; 1 3 3 ; 3 2 3 ; 3 3 3	this paper describes a particular approach to <task_4> that utilizes recent advances in <task_2> and in <task_0> . as unification-based grammatical frameworks are extended to handle richer descriptions of linguistic information , they begin to share many of the properties <method_1> developed in kl-one-like knowledge representation systems . this commonality suggests that some of the classification-based representation techniques can be applied to unification-based linguistic descriptions . this merging supports the integration of semantic and syntactic information into the same system , simultaneously subject to the same types of processes , in an efficient manner . the result is expected to be more efficient <task_4> due to the increased organization of knowledge . the use of a kl-one style representation for <task_4> and semantic interpretation was first explored in the psi-klone system -lsb- 2 -rsb- , in which <task_4> is characterized as an inference process called incremental description refinement .
	user knowledge modeling architecture ; language tutoring application ; deaf learners ; written english ; icicle system	<method> <task> <otherscientificterm> <material> <task>	0 3 4 ; 3 3 1 ; 1 3 2 ; 4 2 1	in this paper we discuss a proposed <method_0> for the <task_4> , a <task_1> for <otherscientificterm_2> of <material_3> . the model will represent the language proficiency of the user and is designed to be referenced during both writing analysis and feedback production . we motivate our model design by citing relevant research on second language and cognitive skill acquisition , and briefly discuss preliminary empirical evidence supporting the design . we conclude by showing how our design can provide a rich and robust information base to a language assessment / correction application by modeling user proficiency at a high level of granularity and specificity .
	-lrb- a justification that ; constraint propagation ; constraint programming ; 	<method> <method> <method> <method>	3 0 3 ; 3 3 3 ; 1 4 2 ; 3 5 3	constraint propagation is one of the key techniques in <method_2> , and a large body of work has built up around it . special-purpose constraint propagation algorithms frequently make implicit use of short supports -- by examining a subset of the variables , they can infer support <method_0> a variable-value pair still forms part of a solution to the constraint -rrb- for all other variables and values and save substantial work . recently short supports have been used in general purpose prop-agators , and -lrb- when the constraint is amenable to short supports -rrb- speed ups of more than three orders of magnitude have been demonstrated . in this paper we present shortstr2 , a development of the simple tabular reduction algorithm str2 + . we show that shortstr2 is complementary to the existing algorithms shortgac and haggisgac that exploit short supports , while being much simpler . when a constraint is amenable to short supports , the short support set can be exponentially smaller than the full-length support set . therefore shortstr2 can efficiently propagate many constraints that str2 + can not even load into memory . we also show that shortstr2 can be combined with a simple algorithm to identify short supports from full-length supports , to provide a superior drop-in replacement for str2 + .
	detection method ; orthographic variants ; transliteration	<method> <otherscientificterm> <task>	0 3 1	we propose a <method_0> for <otherscientificterm_1> caused by <task_2> in a large corpus . the method employs two similarities . one is string similarity based on edit distance . the other is contextual similarity by a vector space model . experimental results show that the method performed a 0.889 f-measure in an open test .
	greatly improves the tracking performance for very noisy images such ; uncertainty handling ; shape tracking ;  ; -lsb-	<method> <task> <task> <material> <task>	3 0 3 ; 3 4 3 ; 3 2 3 ; 0 3 4 ; 1 3 2 ; 3 3 3 ; 4 3 3	uncertainty handling plays an important role during <task_2> . we have recently shown that the fusion of measurement information with system dynamics and shape priors <method_0> as ultrasound sequences <task_4> 22 -rsb- . nevertheless , this approach required user initialization of the tracking process . this paper solves the automatic initial-ization problem by performing boosted shape detection as a generic measurement process and integrating it in our tracking framework . we show how to propagate the local detection uncertainties of multiple shape candidates during shape alignment , fusion with the predicted shape prior , and fusion with subspace constraints . as a result , we treat all sources of information in a unified way and derive the posterior shape model as the shape with the maximum likelihood . our framework is applied for the automatic tracking of endocardium in ultrasound sequences of the human heart . reliable detection and robust tracking results are achieved when compared to existing approaches and inter-expert variations .
	cohesion constraint ; word alignment ; syntax-based constraint ; 	<otherscientificterm> <task> <otherscientificterm> <material>	3 6 3 ; 0 2 2 ; 2 3 1	we present a <otherscientificterm_2> for <task_1> , known as the <otherscientificterm_0> . it requires disjoint english phrases to be mapped to non-overlapping intervals in the french sentence . we evaluate the utility of this constraint in two different algorithms . the results show that it can provide a significant improvement in alignment quality .
	automatic assessment of local coherence ; be computed automatically from ; 	<task> <method> <method>	2 5 2 ; 2 3 1 ; 2 6 2 ; 2 3 2	this paper considers the problem of <task_0> . we present a novel entity-based representation of discourse which is inspired by centering theory and can <method_1> raw text . we view coherence assessment as a ranking learning problem and show that the proposed discourse representation supports the effective learning of a ranking function . our experiments demonstrate that the induced model achieves significantly higher accuracy than a state-of-the-art coherence model .
	speech understanding ; 	<task> <method>	1 3 1	this paper introduces a robust interactive method for <task_0> . the generalized lr parsing is enhanced in this approach . parsing proceeds from left to right correcting minor errors . when a very noisy portion is detected , the parser skips that portion using a fake non-terminal symbol . the unidentified portion is resolved by re-utterance of that portion which is parsed very efficiently by using the parse record of the first utterance . the user does not have to speak the whole sentence again . this method is also capable of handling unknown words , which is important in practical systems . detected unknown words can be incrementally incorporated into the dictionary after the interaction with the user . a pilot system has shown great effectiveness of this approach .
	frequency counts of word n-grams ; medium-length speeches ; classification method ; word n-grams ; europarl corpus ;  ; accuracy	<method> <material> <method> <otherscientificterm> <material> <otherscientificterm> <metric>	1 4 4 ; 6 6 2	this paper shows that it is very often possible to identify the source language of <material_1> in the <material_4> on the basis of <method_0> -lrb- 87.2 % -96.7 % <metric_6> depending on <method_2> -rrb- . the paper also examines in detail which positive markers are most powerful and identifies a number of linguistic aspects as well as culture - and domain-related ones .
	automatic phonetic transcriptions ; manually verified phonetic transcriptions ; pronunciation variation ; 	<otherscientificterm> <otherscientificterm> <task> <task>	0 3 2 ; 3 5 3 ; 0 5 1 ; 3 0 3 ; 3 6 3 ; 1 3 2 ; 3 3 3	we investigated whether <otherscientificterm_0> can replace <otherscientificterm_1> -lrb- mpts -rrb- in a large corpus-based study on <task_2> . to this end , we compared the performance of both transcription types in a classification experiment aimed at establishing the direct influence of a particular situational setting on <task_2> . we trained classifiers on the speech processes extracted from the alignments of an apt and an mpt with a canonical transcription . we tested whether the classifiers were equally good at verifying whether unknown transcriptions represent read speech or telephone dialogues , and whether the same speech processes were identified to distinguish between transcriptions of the two situational settings . our results not only show that similar distinguishing speech processes were identified ; our apt-based classifier yielded better classification accuracy than the mpt-based classifier whilst using fewer classification features .
	fact assertions ; computer programs ; machine reading ; flowing text ; narrative content	<otherscientificterm> <method> <task> <material> <material>	1 3 3 ; 1 3 0 ; 0 1 4	machine reading is a relatively new <task_2> that features <method_1> designed to read <material_3> and extract <otherscientificterm_0> expressed by the <material_4> . this task involves two core technologies : natural language processing -lrb- nlp -rrb- and information extraction -lrb- ie -rrb- . in this paper we describe a machine reading system that we have developed within a cognitive architecture . we show how we have integrated into the framework several levels of knowledge for a particular domain , ideas from cognitive semantics and construction grammar , plus tools from prior nlp and ie research . the result is a system that is capable of reading and interpreting complex and fairly idiosyncratic texts in the family history domain . we describe the architecture and performance of the system . after presenting the results from several evaluations that we have carried out , we summarize possible future directions .
	nonstationary chaotic behavior ; including biological ;  ; oxymoron ; .	<otherscientificterm> <otherscientificterm> <material> <otherscientificterm> <material>	4 0 2 ; 2 0 2	nonstationary chaotic behavior is not an <otherscientificterm_3> . we present two methods for capturing nonstationary chaos , then present a few examples <otherscientificterm_1> signals , ocean waves and traffic flow <material_4> the issue is of practical interest because it is often useful to capture when nonstationary events take place and it is desirable to know over what periods a signal is stationary .
	alternative markers ; formal analysis	<otherscientificterm> <method>	1 3 0	this paper presents a <method_1> for a large class of words called <otherscientificterm_0> , which includes other -lrb- than -rrb- , such -lrb- as -rrb- , and besides . these words appear frequently enough in dialog to warrant serious attention , yet present natural language search engines perform poorly on queries containing them . i show that the performance of a search engine can be improved dramatically by incorporating an approximation of the <method_1> that is compatible with the search engine 's operational semantics . the value of this approach is that as the operational semantics of natural language applications improve , even larger improvements are possible .
	language models ; performance of ;  ; .	<method> <method> <metric> <method>	3 2 1 ; 2 1 2 ; 2 0 2 ; 2 3 2	in this paper , we address the problem of combining several <method_0> . we find that simple interpolation methods , like log-linear and linear interpolation , improve the performance but fall short of the <method_1> an oracle <method_3> the oracle knows the reference word string and selects the word string with the best performance -lrb- typically , word or semantic error rate -rrb- from a list of word strings , where each word string has been obtained by using a different lm <method_3> actually , the oracle acts like a dynamic combiner with hard decisions using the reference <method_3> we provide experimental results that clearly show the need for a dynamic language model combination to improve the performance further <method_3> we suggest a method that mimics the behavior of the oracle using a neural network or a decision tree <method_3> the method amounts to tagging lms with confidence measures and picking the best hypothesis corresponding to the lm with the best confidence .
	clusters or word ; nlp structures ; reranking approaches ; 	<method> <otherscientificterm> <method> <otherscientificterm>	2 1 1 ; 3 5 3 ; 3 0 3 ; 3 6 3 ; 3 3 0 ; 3 3 3	we describe a new method for the representation of <otherscientificterm_1> within <method_2> . we make use of a conditional log-linear model , with hidden variables representing the assignment of lexical items to word <method_0> senses . the model learns to automatically make these assignments based on a discriminative training criterion . training and decoding with the model requires summing over an exponential number of hidden-variable assignments : the required summations can be computed efficiently and exactly using dynamic programming . as a case study , we apply the model to parse reranking . the model gives an f-measure improvement of ~ 1.25 % beyond the base parser , and an ~ 0.25 % improvement beyond collins -lrb- 2000 -rrb- reranker . although our experiments are focused on parsing , the techniques described generalize naturally to <otherscientificterm_1> other than parse trees .
	learning the time-varying shape of a non-rigid 3d object ; uncalibrated 2d tracking data ; 	<task> <material> <otherscientificterm>	2 3 2	this paper presents an algorithm for <task_0> from <material_1> . we model shape motion as a rigid component -lrb- rotation and translation -rrb- combined with a non-rigid deformation . reconstruction is ill-posed if arbitrary deformations are allowed . we constrain the problem by assuming that the object shape at each time instant is drawn from a gaussian distribution . based on this assumption , the algorithm simultaneously estimates 3d shape and motion for each time frame , learns the parameters of the gaussian , and robustly fills-in missing data points . we then extend the algorithm to model temporal smoothness in object shape , thus allowing it to handle severe cases of missing data .
	information extraction ; automatic summarization ; internet ; 	<task> <task> <material> <material>	3 5 3 ; 3 0 3 ; 3 6 3 ; 3 4 3 ; 2 0 3 ; 1 0 0 ; 3 3 3	automatic summarization and <task_0> are two important <material_2> services . muc and summac play their appropriate roles in the next generation <material_2> . this paper focuses on the automatic summarization and proposes two different models to extract sentences for summary generation under two tasks initiated by summac-1 . for categorization task , positive feature vectors and negative feature vectors are used cooperatively to construct generic , indicative summaries . for adhoc task , a text model based on relationship between nouns and verbs is used to filter out irrelevant discourse segment , to rank relevant sentences , and to generate the user-directed summaries . the result shows that the normf of the best summary and that of the fixed summary for adhoc tasks are 0.456 and 0 . 447 . the normf of the best summary and that of the fixed summary for categorization task are 0.4090 and 0.4023 . our system outperforms the average system in categorization task but does a common job in adhoc task .
	real-world action recognition problems ; rich spatial-temporal structures ; low-level features ; action videos ; 	<task> <otherscientificterm> <otherscientificterm> <material> <otherscientificterm>	4 6 4 ; 1 1 3 ; 4 5 4 ; 4 3 4	in <task_0> , <otherscientificterm_2> can not adequately characterize the <otherscientificterm_1> in <material_3> . in this work , we encode actions based on attributes that describes actions as high-level concepts e.g. , jump forward or motion in the air . we base our analysis on two types of action attributes . one type of action attributes is generated by humans . the second type is data-driven attributes , which are learned from data using dictionary learning methods . attribute-based representation may exhibit high variance due to noisy and redundant attributes . we propose a discriminative and compact attribute-based representation by selecting a subset of discriminative attributes from a large attribute set . three attribute selection criteria are proposed and formulated as a submodular optimization problem . a greedy optimization algorithm is presented and guaranteed to be at least -lrb- 1-1 / e -rrb- - approximation to the optimum . experimental results on the olympic sports and ucf101 datasets demonstrate that the proposed attribute-based representation can significantly boost the performance of action recognition algorithms and outperform most recently proposed recognition approaches .
	a parser returning ; the construction ; 	<otherscientificterm> <method> <method>	2 3 2 ; 2 0 2 ; 2 1 2 ; 1 3 2 ; 1 3 0	this paper reports a completed stage of ongoing research at the university of york . landsbergen 's advocacy of analytical inverses for compositional syntax rules encourages the application of definite clause grammar techniques to <method_1> of <otherscientificterm_0> montague analysis trees . a parser mdcc is presented which implements an augmented friedman - warren algorithm permitting post referencing * and interfaces with a language of intenslonal logic translator lilt so as to display the derivational history of corresponding reduced il formulae . some familiarity with montague 's ptq and the basic dcg mechanism is assumed .
	convolutional neural networks ; to train because ; high variance ; 	<method> <method> <metric> <task>	2 6 1 ; 3 0 3 ; 3 6 3 ; 3 1 3 ; 3 3 3	despite their success , <method_0> are computationally expensive because they must examine all image locations . stochastic attention-based models have been shown to improve computational efficiency at test time , but they remain difficult <method_1> of intractable posterior inference and <metric_2> in the stochastic gradient estimates . borrowing techniques from the literature on training deep generative models , we present the wake-sleep recurrent attention model , a method for training stochastic attention networks which improves posterior inference and which reduces the variability in the stochastic gradients . we show that our method can greatly speed up the training time for stochastic attention networks in the domains of image classification and caption generation .
	texture synthesis ; image completion ; exemplar-based framework ; defined objective ; image inpainting	<task> <task> <method> <method> <task>	2 3 1 ; 0 0 4 ; 2 3 4 ; 1 0 0 ; 2 3 0	a new <method_2> unifying <task_1> , <task_0> and <task_4> is presented in this work . contrary to existing greedy techniques , these tasks are posed in the form of a discrete global optimization problem with a well <method_3> function . for solving this problem a novel optimization scheme , called priority-bp , is proposed which carries two very important extensions over standard belief propagation -lrb- bp -rrb- : '' priority-based message scheduling '' and '' dynamic label pruning '' . these two extensions work in cooperation to deal with the intolerable computational cost of bp caused by the huge number of existing labels . moreover , both extensions are generic and can therefore be applied to any mrf energy function as well . the effectiveness of our method is demonstrated on a wide variety of <task_1> examples .
	contiguity models -lrb- in the form of ; translation memory system ; segment order ; segment contiguity ;  ; retrieval ; segmentation	<method> <method> <otherscientificterm> <otherscientificterm> <material> <task> <otherscientificterm>	6 0 3 ; 6 3 1 ; 2 0 6 ; 4 0 0 ; 4 3 0 ; 2 3 1 ; 4 3 4 ; 4 6 4 ; 4 1 4 ; 5 6 1 ; 4 5 4 ; 3 3 1	in this paper , we compare the relative effects of <otherscientificterm_2> , <otherscientificterm_6> and <otherscientificterm_3> on the <task_5> performance of a <method_1> . we take a selection of both bag-of-words and segment order-sensitive string comparison methods , and run each over both character - and word-segmented data , in combination with a range of local segment <method_0> n-grams -rrb- . over two distinct datasets , we find that indexing according to simple character bigrams produces a <task_5> accuracy superior to any of the tested word n-gram models . further , in their optimum configuration , bag-of-words methods are shown to be equivalent to segment order-sensitive methods in terms of <task_5> accuracy , but much faster . we also provide evidence that our findings are scalable .
	information extraction systems ; named entity annotations ; text collections ; text browser ; scenario templates	<method> <otherscientificterm> <material> <method> <otherscientificterm>	1 0 4 ; 3 3 2	in this paper we show how two standard outputs from <method_0> - <otherscientificterm_1> and <otherscientificterm_4> - can be used to enhance access to <material_2> via a standard <method_3> . we describe how this information is used in a prototype system designed to support information workers ' access to a pharmaceutical news archive as part of their industry watch function . we also report results of a preliminary , qualitative user evaluation of the system , which while broadly positive indicates further work needs to be done on the interface to make users aware of the increased potential of ie-enhanced text browsers .
	model-based bundle adjustment algorithm ; unknown motions ; 3d model ;  ; images	<method> <otherscientificterm> <method> <otherscientificterm> <material>	0 3 2 ; 3 5 3 ; 3 6 3 ; 1 4 4 ; 4 3 2 ; 3 3 3	we present a new <method_0> to recover the <method_2> of a scene/object from a sequence of <material_4> with <otherscientificterm_1> . instead of representing scene/object by a collection of isolated 3d features -lrb- usually points -rrb- , our algorithm uses a surface controlled by a small set of parameters . compared with previous model-based approaches , our approach has the following advantages . first , instead of using the model space as a regular-izer , we directly use it as our search space , thus resulting in a more elegant formulation with fewer unknowns and fewer equations . second , our algorithm automatically associates tracked points with their correct locations on the surfaces , thereby eliminating the need for a prior 2d-to-3d association . third , regarding face modeling , we use a very small set of face metrics -lrb- meaningful deformations -rrb- to parame-terize the face geometry , resulting in a smaller search space and a better posed system . experiments with both synthetic and real data show that this new algorithm is faster , more accurate and more stable than existing ones .
	requires that we consider morphology as well ; unsupervised learning of parts of speech ; morphological and syntactic information ; 	<task> <task> <otherscientificterm> <otherscientificterm>	3 5 3 ; 3 0 3 ; 3 1 3 ; 3 2 3 ; 3 3 3	this paper presents an approach to the <task_1> which uses both <otherscientificterm_2> . while the model is more complex than those which have been employed for unsupervised learning of pos tags in english , which use only syntactic information , the variety of languages in the world <task_0> . in many languages , morphology provides better clues to a word 's category than word order . we present the computational model for pos learning , and present results for applying it to bulgarian , a slavic language with relatively free word order and rich morphology .
	machine translation systems ; chinese text ; 	<task> <material> <task>	2 5 2 ; 2 3 2	words in <material_1> are not naturally separated by delimiters , which poses a challenge to standard <task_0> . in mt , the widely used approach is to apply a chinese word segmenter trained from manually annotated data , using a fixed lexicon . such word segmentation is not necessarily optimal for translation . we propose a bayesian semi-supervised chinese word segmentation model which uses both monolingual and bilingual information to derive a segmentation suitable for mt . experiments show that our method improves a state-of-the-art mt system in a small and a large data environment .
	robust 3d reconstruction ; geometric correspondence data ; structured-light methods ; 	<task> <material> <method> <method>	3 3 3 ; 3 4 3 ; 2 3 1 ; 1 3 0	structured-light methods actively generate <material_1> between projectors and cameras in order to facilitate <task_0> . in this paper , we present photogeometric structured light whereby a standard structured light method is extended to include photometric methods . photometric processing serves the double purpose of increasing the amount of recovered surface detail and of enabling the structured-light setup to be robustly self-calibrated . further , our framework uses a photogeometric optimization that supports the simultaneous use of multiple cameras and projectors and yields a single and accurate multi-view 3d model which best complies with photometric and geometric data .
